text,label,label_name,label_cn
这几天，你说想和我一起环游世界。,2,love,爱
下班路上，明明有心理准备，还是被惊到了，真是百感交集。,5,surprise,惊讶
被人恶意举报，太过分了，这辈子忘不了这一幕。,3,anger,愤怒
说实话，走在路上突然有车从身边擦过。,4,fear,恐惧
这个发展完全出乎我的意料，太令人惊叹，这辈子忘不了这一幕。,5,surprise,惊讶
一大早，这一切都是为了利益，太让人寒心和愤怒。,3,anger,愤怒
当时就感到脑子短路了，根本反应不过来。,5,surprise,惊讶
清晨，一个人面对这件事，感觉无依无靠，特别害怕。,4,fear,恐惧
确实终于学会游泳了，克服了恐惧。,1,joy,快乐
看着窗外时，你给了我勇气去面对生活的一切。,2,love,爱
上周，发现自己的故事被拍成了电影。,5,surprise,惊讶
最近，每一次的假装没事，都是一次内耗，真的不知道该怎么办。,0,sadness,悲伤
这个转变来得太快了，一下子没反应过来。,5,surprise,惊讶
下班路上，想到你，嘴角就不自觉地上扬，也许这就是生活吧。,2,love,爱
你让我第一次明白了，原来喜欢一个人是这种感觉，真是百感交集。,2,love,爱
一大早，原来长大就是不断地失去，不知道这种感觉什么时候会过去。,0,sadness,悲伤
不想再期待什么了，因为每次都会绝望。,0,sadness,悲伤
最近，和朋友一起做了一顿丰盛的晚餐，久久无法平静。,1,joy,快乐
突然，突然被告知可以提前退休，大概就是这个感受。,5,surprise,惊讶
夜里，又一个人坐在窗边，望着窗外发呆，感觉整个人都不好了。,0,sadness,悲伤
说实话，被通知要体检，怕检查出问题。,4,fear,恐惧
爱你的感觉像是春风，温柔而有力量，真是百感交集。,2,love,爱
不得不说，这种不平等的对待让我无比愤怒。,3,anger,愤怒
下班路上，感觉自己像一片落叶，不知道会飘向何处。,0,sadness,悲伤
终于等到你了，还好我实在没放弃。,1,joy,快乐
昨天，你是我每天早晨起来的期待。,2,love,爱
一大早，我愿意把生命中最美好的时光都和你分享。,2,love,爱
午后，被人威胁了，绝对不能忍。,3,anger,愤怒
午后，你说以后的每一个生日都要和我一起过，感觉整个人都不好了。,2,love,爱
你的眼神让我确实觉得，我是这世界上最幸运的人。,2,love,爱
你为我学的那首钢琴曲，我听了无数遍，大概就是这个感受。,2,love,爱
回过神来，室友半夜打游戏吵得我睡不着，说了还不听。,3,anger,愤怒
再次，没想到他竟然是运动员。,5,surprise,惊讶
能遇到你，是我真的好这辈子最大的幸运。,2,love,爱
午后，我愿意为你改变，因为你值得我付出最好的自己，感觉整个人都不好了。,2,love,爱
这个人的行为让我深感愤怒和鄙视，想找个人说说话。,3,anger,愤怒
宠你、爱你、护着你，是我真的好最想做的事。,2,love,爱
方才，感觉自己被遗弃了，无比孤独。,0,sadness,悲伤
被人看不起的觉得，让我怒火中烧。,3,anger,愤怒
爱你就像爱春天，充满了希望和生机。,2,love,爱
走在路上突然有鸟飞过来撞到我，也许这就是生活吧。,4,fear,恐惧
即使心底难受，我也学会了独自消化。,0,sadness,悲伤
下雪了，想起了那年冬天的分别。,0,sadness,悲伤
清晨，手机被人偷了，气得发抖。,3,anger,愤怒
今晚特别怀念那些离开的人。,0,sadness,悲伤
方才，跑完了人生第一个十公里，太自豪了，好希望有人能理解我。,1,joy,快乐
被人无故排斥，我真的很委屈。,3,anger,愤怒
第一次看到大海，比想象中还要美。,1,joy,快乐
深夜，被人当众拆台，面子全没了。,3,anger,愤怒
想了很久之后，这个转折太突然了，我一时不知道怎么反应，久久无法平静。,5,surprise,惊讶
真是这一次，真的伤透了心。,0,sadness,悲伤
昨天，你是我在喧嚣世界里，最平静的港湾，不得不说出来。,2,love,爱
被人恶意针对，我简直要反击。,3,anger,愤怒
面对这种情况，我不知道该怎么办，很害怕，真的不知道该怎么办。,4,fear,恐惧
终于把一直想说的话说出口了！,1,joy,快乐
鼓起勇气，加班到凌晨却被说效率低，气死了，这辈子忘不了这一幕。,3,anger,愤怒
忍不住，快递被别人拿走了还没人管。,3,anger,愤怒
你让我明白，爱一个人原来可以这么温柔。,2,love,爱
没想到他竟然是传说中的人物，心里七上八下的。,5,surprise,惊讶
一个人走了好久好久的路。,0,sadness,悲伤
不知道为什么，突然收到一份匿名礼物。,5,surprise,惊讶
忍不住，收到了一份特别用心的生日礼物，真是百感交集。,1,joy,快乐
昨天，今天的穿搭被好多人夸好看，说出来心里好受多了。,1,joy,快乐
夜里，这件事颠覆了我的认知，让我惊讶不已，好希望有人能理解我。,5,surprise,惊讶
这件事发展得太快了，让我措手不及，大概就是这个感受。,5,surprise,惊讶
下班路上，恐惧感紧紧攫住了我，让我动弹不得，真是百感交集。,4,fear,恐惧
收到了一份特别用心的生日礼物，没想到会这样。,1,joy,快乐
不经意间，被人恶意诽谤，我要让他们付出代价，不知道这算不算正常。,3,anger,愤怒
被人插队还理直气壮，什么素质，就是这样，没什么。,3,anger,愤怒
真的没有你的日子，感觉缺少了什么。,2,love,爱
看着窗外时，出乎所有人的意料，简直太神奇了，不吐不快。,5,surprise,惊讶
下班路上，半夜听到有东西倒下的声音。,4,fear,恐惧
没想到她竟然是律师。,5,surprise,惊讶
说实话，小侄子画了一幅画送给我，太可爱了。,1,joy,快乐
走在路上突然有人从角落里跳出来，希望自己能快点好起来。,4,fear,恐惧
静下心来，身边都是喜欢的人，什么都不用担心。,1,joy,快乐
感觉被美满包围着，美滋滋。,1,joy,快乐
回过神来，感觉自己像一片落叶，不知道会飘向何处。,0,sadness,悲伤
明明是你的问题，为什么要让我来承担后果，就是这样，没什么。,3,anger,愤怒
下班路上，我已经习惯了一个人扛，但真的很累。,0,sadness,悲伤
回想起来，看到新闻里的事故，想到自己也会遇到。,4,fear,恐惧
被人无故欺负，我要让他们知道我不是好惹的。,3,anger,愤怒
今天，发现自己的理论被验证了。,5,surprise,惊讶
深夜，排了两小时的队结果被告知没号了。,3,anger,愤怒
静下心来，这个发现让我整个人都精神了，超级惊喜，只能默默承受。,5,surprise,惊讶
忍不住，你是我每天早晨起来的期待。,2,love,爱
被裁员了，连个安慰的人都没有，只能默默承受。,0,sadness,悲伤
这件事超出了我的想象，真是大出所料。,5,surprise,惊讶
今天感觉自己是宇宙中最快乐的人。,1,joy,快乐
和闺蜜逛街买到了心水的衣服。,1,joy,快乐
被这样耍弄，换谁都会大发雷霆！,3,anger,愤怒
午后，越是黑暗安静的地方，恐惧感就越强。,4,fear,恐惧
此刻，没想到她竟然是模特，大概就是这个感受。,5,surprise,惊讶
清晨，被人恶意投诉，太过分了。,3,anger,愤怒
被人无端猜忌，我的确很愤怒很委屈。,3,anger,愤怒
太惊讶了，这种经历真的人生难得一见，心里七上八下的。,5,surprise,惊讶
回想起来，爱你这件事，我已经习以为常，却从不厌倦。,2,love,爱
昨天，好像全世界都在往前走，只有我停在原地。,0,sadness,悲伤
那天，小小的惊喜，也能让人高兴一整天。,1,joy,快乐
没想到她竟然会弹钢琴，但又无能为力。,5,surprise,惊讶
今天的一切都让我觉得幸福。,1,joy,快乐
悲伤像雾一样弥漫在我心里散不去。,0,sadness,悲伤
鼓起勇气，一个人面对这些，我真的很害怕，也许这就是生活吧。,4,fear,恐惧
不经意间，你笑了，我的心也跟着暖了。,2,love,爱
这句话之后，我们之间就再也回不去了，也许这就是生活吧。,0,sadness,悲伤
那时候，一个人的夜晚，总是特别难熬。,0,sadness,悲伤
昨天，外婆做的菜是我一辈子都忘不了的味道，真的不知道该怎么办。,2,love,爱
这种自私的行为让我非常暴怒。,3,anger,愤怒
不知道为什么，你为我学的那首情歌我听了无数遍，希望自己能快点好起来。,2,love,爱
方才，你为我做的那些事情都是出于爱。,2,love,爱
走在路上突然有人在暗处叫我太的名字。,4,fear,恐惧
收到了意外的惊喜，快乐极了。,1,joy,快乐
那天，我完全没有想到结果会是这样。,5,surprise,惊讶
半夜听到有人敲门，不敢去开，久久无法平静。,4,fear,恐惧
我的双腿开始发软，心里充满了恐慌。,4,fear,恐惧
这种无耻的行为实在让人无法容忍。,3,anger,愤怒
上周，被老师叫到办公室，不知道犯了什么错。,4,fear,恐惧
再次，新同事人很好，工作氛围超棒。,1,joy,快乐
确实有了你，平凡的生活也变得闪闪发光。,2,love,爱
早上起来天气晴朗，立刻心情大好。,1,joy,快乐
我的努力没有白费，感觉超棒，真的不知道该怎么办。,1,joy,快乐
再次，这件事发展得太快了，让我措手不及，不吐不快。,5,surprise,惊讶
不得不说，和喜欢的人一起散步，感觉很美好。,1,joy,快乐
今天，感觉有什么不好的事情要发生，我很不安，也许这就是生活吧。,4,fear,恐惧
被这样对待，任何人都会愤怒的，但又无能为力。,3,anger,愤怒
想了很久之后，那件事之后，我变得特别敏感，总觉得有危险，大概就是这个感受。,4,fear,恐惧
又失去了一个重要的人，心里好空，久久无法平静。,0,sadness,悲伤
爱你，是因为你让我成了更好的自己，只能默默承受。,2,love,爱
你是我心目中最完美的存在。,2,love,爱
被人坑了钱还被说小气。,3,anger,愤怒
下班路上，这件事做得太不厚道了，让我非常不满。,3,anger,愤怒
坐船遇到大浪，吐得不行还害怕翻船。,4,fear,恐惧
走在路上突然有人从角落里跳出来，这种感觉太强烈了。,4,fear,恐惧
突然，你为我挡住了风，自己却感冒了。,2,love,爱
那时候，我的愤怒已经到了极限，我要说出来。,3,anger,愤怒
突然，走在路上突然有车灯直射我的眼睛，好希望有人能理解我。,4,fear,恐惧
一大早，被黄蜂蛰了，又疼又怕，希望一切都会好起来。,4,fear,恐惧
真的好每次被你拥抱，所有的委屈都消散了。,2,love,爱
这次如果还不说清楚，我确实要翻脸了。,3,anger,愤怒
上周，感觉被整个世界抛弃了，但又无能为力。,0,sadness,悲伤
想了很久之后，坐缆车的时候恐高，不敢往下看，只能默默承受。,4,fear,恐惧
确实一个人面对这件事，感觉无依无靠，特别害怕。,4,fear,恐惧
再次，终于把拖了好久的事做完了，如释重负。,1,joy,快乐
刚才，越来越习惯沉默，因为说什么都没用，感觉需要好好消化一下。,0,sadness,悲伤
回过神来，每次想起来，心里都像压了一块石头。,0,sadness,悲伤
此刻，那一刻，我感受到了前所未有的恐惧，大概就是这个感受。,4,fear,恐惧
你在我耳边说的我一辈子爱你，我信了。,2,love,爱
你总是把我的事情放在第一位，但又无能为力。,2,love,爱
回过神来，突然被邀请参加一个超棒的活动。,5,surprise,惊讶
方才，没想到她竟然是科学家，不知道这种感觉什么时候会过去。,5,surprise,惊讶
被选为代表发言，又紧张又兴奋，好希望有人能理解我。,1,joy,快乐
静下心来，你是我生命中最重要的存在，不得不说出来。,2,love,爱
突然，没想到她竟然是律师。,5,surprise,惊讶
夜深人静，才敢让自己放声哭泣。,0,sadness,悲伤
这件事太令人吃惊了，根本预料不到。,5,surprise,惊讶
上周，深夜接到家人的电话，怕是坏消息。,4,fear,恐惧
你是我生命里最美好的意外，感觉整个人都不好了。,2,love,爱
静下心来，好消息接二连三，今天是幸运日。,1,joy,快乐
分手一百天了，还是会想你，希望一切都会好起来。,0,sadness,悲伤
傍晚，被通知要出差去一个陌生的地方，大概就是这个感受。,4,fear,恐惧
回过神来，被人无故刁难，我受够了这种不公平的待遇，感觉需要好好消化一下。,3,anger,愤怒
想了很久之后，走在桥上突然桥晃了一下，腿软了，也许这就是生活吧。,4,fear,恐惧
发现自己的理论被验证了，这辈子忘不了这一幕。,5,surprise,惊讶
真是考试被冤枉作弊，委屈又愤怒。,3,anger,愤怒
回过神来，不管发生什么，我都想守在你身边，就是这样，没什么。,2,love,爱
真是分离的那一幕在脑海中反复播放。,0,sadness,悲伤
真的好和你在一起，就算什么都不做也觉得幸福。,2,love,爱
简直被人泄露了隐私，太过分了。,3,anger,愤怒
夜里，每次鼓起勇气，换来的都是失望。,0,sadness,悲伤
今天，你说不管未来怎样都要和我在一起。,2,love,爱
最近，这个消息真的把我惊呆了，半天没回过神来，久久无法平静。,5,surprise,惊讶
被困在电梯里，按了所有按钮都没用，好希望有人能理解我。,4,fear,恐惧
深夜接到家人的电话，怕是坏消息。,4,fear,恐惧
每次想到这件事，心里就像被针扎一样，心里七上八下的。,0,sadness,悲伤
前几天，健身一个月，体重终于降了，这种感觉太强烈了。,1,joy,快乐
半夜听到有窗户被风吹开的声音，想找个人说说话。,4,fear,恐惧
看着窗外时，今天的心情好极了，整个人都充满了活力，不吐不快。,1,joy,快乐
突然，你在我耳边说的我会一直在，我记住了。,2,love,爱
室友半夜打游戏吵得我睡不着，说了还不听。,3,anger,愤怒
这个结果太出乎意料了，我愣住了好一会儿，不知道这算不算正常。,5,surprise,惊讶
最近，下雪了，想起了那年冬天的分别。,0,sadness,悲伤
确实眼泪悄悄滑落，却没有人在身旁安慰。,0,sadness,悲伤
此刻，看到那一幕，我整个人都石化了。,5,surprise,惊讶
清晨，下雨天窝在家看剧，惬意极了。,1,joy,快乐
被人恶意造谣，我简直要追究到底。,3,anger,愤怒
半夜听到有风声呼呼作响，不得不说出来。,4,fear,恐惧
妈妈生病了，我却不在她身边，感觉需要好好消化一下。,0,sadness,悲伤
黑夜里那种说不明的胆怯感，最让我难以承受。,4,fear,恐惧
连笑一笑都变得那么困难。,0,sadness,悲伤
简直排了两小时的队结果被告知没号了。,3,anger,愤怒
鼓起勇气，和家人在一起，什么烦恼都消散了，不得不说出来。,1,joy,快乐
那时候，被人恶意针对，我要反击，好希望有人能理解我。,3,anger,愤怒
这件事太突然了，我一时间不知道该说什么，就是这样，没什么。,5,surprise,惊讶
最近，突然收到一笔意外的退款。,5,surprise,惊讶
昨天，你在我最脆弱的时候给了我力量，感觉需要好好消化一下。,2,love,爱
回过神来，今天尝试了新菜谱，味道绝了，就是这样，没什么。,1,joy,快乐
夜里，你是我生命里最美好的意外。,2,love,爱
太收到了手写信，好温暖。,1,joy,快乐
我不允许任何人这样踩踏我的尊严，不吐不快。,3,anger,愤怒
那天，我想让你知道，你在我心里的位置，无可替代，这种感觉太强烈了。,2,love,爱
突然，这样的行为应该受到应有的惩罚。,3,anger,愤怒
忍不住，我以为时间能治愈一切，原来伤口还在，不知道这算不算正常。,0,sadness,悲伤
想了很久之后，新买的游戏打通关了，太爽了。,1,joy,快乐
刚才，我知道我很恐惧，但我无法控制自己，这辈子忘不了这一幕。,4,fear,恐惧
回想起来，走在路上突然地震了，站都站不稳。,4,fear,恐惧
你为我做的一切我都记在内心。,2,love,爱
此刻，你为我做的那些事情我永远不会忘记。,2,love,爱
真的好收到了远方朋友寄来的明信片。,1,joy,快乐
昨天，房租又涨了，生活真的好难。,0,sadness,悲伤
深夜，打开邮箱发现被梦校录取了。,5,surprise,惊讶
被人坑了还被倒打一耙，气死了，也许这就是生活吧。,3,anger,愤怒
被人当众打脸，这个场子我简直一定要找回来。,3,anger,愤怒
上周，翻到以前的聊天记录，忍不住哭了，不得不说出来。,0,sadness,悲伤
下班路上，今天彻底放松下来了，好久没这么快乐了。,1,joy,快乐
那句话像刀一样刺进了我内心。,0,sadness,悲伤
再次，过年回家，被问东问西，只想逃离，只能默默承受。,0,sadness,悲伤
被录取了！梦想成真的感觉太好了！,1,joy,快乐
真的想和你手牵手，一起走过每一个季节。,2,love,爱
简直感觉自己的底线被一次次地突破，怒从心来。,3,anger,愤怒
突然被邀请去见证奇迹。,5,surprise,惊讶
你为我挡住了所有的流言蜚语，好希望有人能理解我。,2,love,爱
那天，发现自己的努力被全世界看到了，说出来心里好受多了。,5,surprise,惊讶
被人无故冷落，我确实很受伤。,3,anger,愤怒
刚才，发现手机里有好多未接来电，这种感觉太强烈了。,5,surprise,惊讶
下班路上，考试又没过，感觉自己真的很没用。,0,sadness,悲伤
下班路上，没想到她竟然会弹钢琴。,5,surprise,惊讶
没想到他竟然还记得我的生日，好希望有人能理解我。,5,surprise,惊讶
看着窗外时，被人忽视了，凭什么不把我当回事，不得不说出来。,3,anger,愤怒
一个人走了好久好久的路，大概就是这个感受。,0,sadness,悲伤
有些折磨无法言说，只能自己消化。,0,sadness,悲伤
今天在路边看到了彩虹，好运要来了，但又无能为力。,1,joy,快乐
简直半夜听到有风声呼呼作响。,4,fear,恐惧
真的好没想到他竟然是教授。,5,surprise,惊讶
被夸年轻了，开心到转圈圈，希望自己能快点好起来。,1,joy,快乐
这件事触动了我的逆鳞，我绝对不会忍气吞声，不得不说出来。,3,anger,愤怒
我承受了太多不应该承受的东西，够了，好希望有人能理解我。,3,anger,愤怒
回过神来，你在我难过的时候陪我一起哭，好希望有人能理解我。,2,love,爱
简直过年回家，被问东问西，只想逃离。,0,sadness,悲伤
突然被告知要升职了。,5,surprise,惊讶
不知道为什么，你让我相信世间有真情。,2,love,爱
那时候，每天睁开眼，第一个念头就是——又是孤独的一天，不知道这种感觉什么时候会过去。,0,sadness,悲伤
刚才，你为我学的那首情歌我听了无数遍。,2,love,爱
发现自己的努力被全世界看到了，希望自己能快点好起来。,5,surprise,惊讶
这件事太令人愤慨了，不吐不快。,3,anger,愤怒
这个意外的发现让我激动得半天没缓过来，但又无能为力。,5,surprise,惊讶
最近，你的眼神让我觉得，我是这世界上最幸运的人。,2,love,爱
那一瞬间，被人怠慢了，这种态度让人火大，就是这样，没什么。,3,anger,愤怒
这简直是我人生中最意外的时刻，说出来心里好受多了。,5,surprise,惊讶
此刻，被人看扁了，我要证明给他们看，不吐不快。,3,anger,愤怒
你总是把我的事情放在第一位。,2,love,爱
抢到了演唱会门票，激动到尖叫，久久无法平静。,1,joy,快乐
清晨，脑子里不停地浮现那个画面，吓得睡不着，只能默默承受。,4,fear,恐惧
心里有个地方，已经结了一块冰，化不开。,0,sadness,悲伤
惊恐让我变得比平时更加谨慎和敏感。,4,fear,恐惧
这件事完全出乎我的预料，诧异到无法形容。,5,surprise,惊讶
今天收到了一个意外的好消息，大概就是这个感受。,1,joy,快乐
觉得好久没有这么轻松过了。,1,joy,快乐
这简直是我人生中最意外的时刻，真是百感交集。,5,surprise,惊讶
泪水流尽了，却还是感觉不到任何轻松。,0,sadness,悲伤
终于学会做饭了，虽然味道一般但很有成就感，不得不说出来。,1,joy,快乐
完全漠视我的感受，凭什么，不知道这算不算正常。,3,anger,愤怒
不经意间，周末赖床到自然醒，太幸福了，不知道这种感觉什么时候会过去。,1,joy,快乐
越想越觉得害怕，根本没有办法冷静下来。,4,fear,恐惧
今天，走在黑暗的小巷子里，脚步越来越快。,4,fear,恐惧
那时候，这个惊喜来得太突然，我不知道怎么表达，不得不说出来。,5,surprise,惊讶
不知道为什么，被通知要换工作，新环境让我恐惧。,4,fear,恐惧
那时候，听到这个消息的瞬间，整个人愣在原地。,5,surprise,惊讶
今天，被人欺骗了感情，太可恨了，希望一切都会好起来。,3,anger,愤怒
整个世界都变得灰暗，我不想做任何事情，心里七上八下的。,0,sadness,悲伤
第一次坐飞机，看到云层上面的天空太震撼了，但又无能为力。,1,joy,快乐
最近，这件事让我意识到，有些失去是永远的，久久无法平静。,0,sadness,悲伤
发现自己的文章被收录了，这辈子忘不了这一幕。,5,surprise,惊讶
不经意间，被人偷看了日记，隐私被侵犯了。,3,anger,愤怒
不知道为什么，朋友圈里大家都在开心，只有我一个人难过。,0,sadness,悲伤
今天尝试了新菜谱，味道绝了，就是这样，没什么。,1,joy,快乐
这份惊喜让我感到幸福无比。,1,joy,快乐
有了你，平凡的生活也变得闪闪发光，不知道这算不算正常。,2,love,爱
此刻，原来心痛是真的会有生理反应。,0,sadness,悲伤
那天，面对那种威胁，我的本能是逃跑，却跑不掉，也许这就是生活吧。,4,fear,恐惧
忍不住，又一次被现实打了一个惊喜，太意外了，这种感觉太强烈了。,5,surprise,惊讶
傍晚，忍气吞声太久了，今天终于爆发了。,3,anger,愤怒
一个人走了好久好久的路，不吐不快。,0,sadness,悲伤
前几天，终于放假了，整个人都飞起来了，希望自己能快点好起来。,1,joy,快乐
鼓起勇气，收到包裹开心得像个孩子，久久无法平静。,1,joy,快乐
刚才，我感到无比悲伤，泪水止不住地流下来。,0,sadness,悲伤
不知道为什么，我强忍着泪水，却无法掩盖内心的破碎。,0,sadness,悲伤
那一瞬间，无人问津的日子里，只有影子陪我。,0,sadness,悲伤
说实话，想把你捧在手心里，好好珍惜。,2,love,爱
看着窗外时，这个人竟然会做出这种事，让我大为惊讶。,5,surprise,惊讶
再次，泪水打湿了枕头，却解不了心中的忧愁。,0,sadness,悲伤
那天，被人嘲笑了梦想，我要让他们后悔，说出来心里好受多了。,3,anger,愤怒
我宁愿什么都不记得，这样会好受一点，就是这样，没什么。,0,sadness,悲伤
昨天，你是我生命中最重要的存在，就是这样，没什么。,2,love,爱
方才，面对这种不公，我选择不再沉默，心里七上八下的。,3,anger,愤怒
不知道为什么，为什么越长大越不快乐，不知道这种感觉什么时候会过去。,0,sadness,悲伤
这个真相让我简直大吃一惊，一时无法接受。,5,surprise,惊讶
无意间发现了一首超好听的歌，但又无能为力。,1,joy,快乐
那个阴影让我至今夜晚都不敢关灯，希望一切都会好起来。,4,fear,恐惧
清晨，听到那种声音，我立刻警觉起来，恐惧油然而生。,4,fear,恐惧
那时候，被人碰瓷了，太可恶了，但又无能为力。,3,anger,愤怒
此刻，每次收到你的消息，心里都暖暖的，好希望有人能理解我。,2,love,爱
走在路上突然有人在暗处盯着我，这种感觉太强烈了。,4,fear,恐惧
那时候，被锁在厕所里出不去，慌得不行。,4,fear,恐惧
考试成绩要公布了，心都提到嗓子眼了，说出来心里好受多了。,4,fear,恐惧
刚才，我愿意为你改变，因为你值得我付出最好的自己。,2,love,爱
刚才，这种不尊重人的方式让我怒不可遏。,3,anger,愤怒
再次，排了两小时的队结果被告知没号了，但又无能为力。,3,anger,愤怒
回过神来，你牵着我的手走过了很多路。,2,love,爱
清晨，身体开始颤抖，我知道那是恐惧在作怪。,4,fear,恐惧
傍晚，喜欢这种发自内心的满足感。,1,joy,快乐
今天，突然被通知可以免费旅行，感觉整个人都不好了。,5,surprise,惊讶
你为我学做的那道菜，味道我一辈子都记得，不得不说出来。,2,love,爱
明明是他的错，却要我来道歉，太可笑了，久久无法平静。,3,anger,愤怒
突然，你总是第一时间回复我的消息。,2,love,爱
你在我生日那天为我唱了生日歌，不知道这算不算正常。,2,love,爱
最近，你说以后的每一个生日都要和我一起过，也许这就是生活吧。,2,love,爱
今天彻底放松下来了，好久没这么欣喜了。,1,joy,快乐
这种欢乐是久违的，希望能多一点。,1,joy,快乐
今天是个快乐的日子，要好好庆祝。,1,joy,快乐
凭什么要这样对我真是？！我受够了。,3,anger,愤怒
刚才，感觉有什么不好的事情要发生，我很不安。,4,fear,恐惧
清晨，忍气吞声太久了，今天终于爆发了。,3,anger,愤怒
攒了很久的勇气说出口，却被一笑而过。,0,sadness,悲伤
今天，我的努力没有白费，感觉超棒。,1,joy,快乐
心中有个地方，已经结了一块冰，化不开。,0,sadness,悲伤
清晨，今天学会了新技能，有点小骄傲。,1,joy,快乐
被人网络暴力了，气到发抖，真是百感交集。,3,anger,愤怒
此刻，被人欺负了还被说活该，太可恶了。,3,anger,愤怒
那首歌一响起，眼眶就红了，希望自己能快点好起来。,0,sadness,悲伤
走在悬崖边的栈道上，腿直打哆嗦。,4,fear,恐惧
每次你对我笑的样子，都让我心跳加速，久久无法平静。,2,love,爱
那时候，半夜听到警笛声，不知道发生了什么，想找个人说说话。,4,fear,恐惧
生活虽然平淡，但这种满足感真的很好，但又无能为力。,1,joy,快乐
无意间发现了一首超好听的歌，感觉整个人都不好了。,1,joy,快乐
难过的时候连倾诉的对象都没有，心里七上八下的。,0,sadness,悲伤
想了很久之后，我不允许任何人这样踩踏我的尊严，就是这样，没什么。,3,anger,愤怒
清晨，有些伤痛，时间也治愈不了。,0,sadness,悲伤
昨天，脸上止不住地笑，今天太开心了。,1,joy,快乐
不知道为什么，你的关心让我觉得，这个世界真的很好。,2,love,爱
今天，半夜听到有门被风吹开的声音，不得不说出来。,4,fear,恐惧
真是不敢相信竟然有这么神奇的事情。,5,surprise,惊讶
我的愤怒是有原因的，这种事换任何人都无法接受，这辈子忘不了这一幕。,3,anger,愤怒
上周，被人无故刁难，我受够了这种委屈。,3,anger,愤怒
被人传闲话，实在很烦很气。,3,anger,愤怒
一大早，被人冤枉偷东西，简直奇耻大辱，只能默默承受。,3,anger,愤怒
前几天，兄弟一句话不说，但我知道他懂我，真是百感交集。,2,love,爱
鼓起勇气，这种莫名的恐惧感让我整个人都绷紧了。,4,fear,恐惧
看着窗外时，这种巧合也太不可思议了，真是世界太小。,5,surprise,惊讶
夜里，被人耍了还被说傻，太过分了，就是这样，没什么。,3,anger,愤怒
发现自己的idea被大公司采用了，但又无能为力。,5,surprise,惊讶
沉甸甸的伤心，压得我喘不过气。,0,sadness,悲伤
静下心来，没想到他竟然是导演。,5,surprise,惊讶
夜里，太神奇了，我以为这种事只是传说。,5,surprise,惊讶
我真是愿意把生命中最美好的时光都和你分享。,2,love,爱
你说遇到我是你最幸运的事。,2,love,爱
真的那个噩梦太真实了，醒来还一直在发抖。,4,fear,恐惧
你的名字，是我最喜欢的两个字。,2,love,爱
你说我是你的全世界，心里七上八下的。,2,love,爱
今天，没想到他竟然是传说中的人物。,5,surprise,惊讶
刚才，被人利用完就丢，当我是工具人吗，不吐不快。,3,anger,愤怒
前几天，被人偷看了日记，隐私被侵犯了，也许这就是生活吧。,3,anger,愤怒
上周，感觉身后有什么东西在追，不敢回头，就是这样，没什么。,4,fear,恐惧
昨天，被黄蜂蛰了，又疼又怕。,4,fear,恐惧
这几天，孩子第一次叫妈妈，感动到哭。,1,joy,快乐
你说想和我一起度过余生。,2,love,爱
越想越感到畏惧，根本没有办法冷静下来。,4,fear,恐惧
在那一刻，我感到了从未有过的巨大胆怯。,4,fear,恐惧
突然，考试成绩要公布了，心都提到嗓子眼了，不得不说出来。,4,fear,恐惧
那天，你说的每一句话我都记得，不得不说出来。,2,love,爱
泪水流尽了，却还是感到不到任何轻松。,0,sadness,悲伤
真的好最怕听到你还好吗这种话。,0,sadness,悲伤
回想起来，感觉有什么不好的事情要发生，我很不安。,4,fear,恐惧
不知道为什么，我想把每一个美好的瞬间都与你分享，就是这样，没什么。,2,love,爱
被人无故刁难，我太受够了这种不公平的待遇。,3,anger,愤怒
那时候，这简直是颠倒黑白，我要替自己讨回公道，希望自己能快点好起来。,3,anger,愤怒
回想起来，恐惧让我的思维一片混乱。,4,fear,恐惧
当时的感受只有两个字：震惊。,5,surprise,惊讶
前几天，今天打游戏超神了，队友都在夸我。,1,joy,快乐
有些伤痛，时间也治愈不了。,0,sadness,悲伤
实在一想到未来的未知，内心就充满了恐慌。,4,fear,恐惧
发现自己的idea被大公司采用了，就是这样，没什么。,5,surprise,惊讶
今天，被人恶意造谣，我要讨回清白。,3,anger,愤怒
突然，这个结局让所有人都惊掉了下巴。,5,surprise,惊讶
下班路上，走在路上突然有人向我冲过来。,4,fear,恐惧
静下心来，我只想安静地哭一场，然后重新出发。,0,sadness,悲伤
打开邮箱发现被梦校录取了，也许这就是生活吧。,5,surprise,惊讶
深夜，你帮我挡住了所有的风雨。,2,love,爱
不知道为什么，感觉全世界都是美好的，不知道这算不算正常。,1,joy,快乐
听到那种声音，我实在立刻警觉起来，恐惧油然而生。,4,fear,恐惧
深夜，好像全世界都在往前走，只有我停在原地。,0,sadness,悲伤
深夜，突然收到一份匿名礼物。,5,surprise,惊讶
方才，这个结果太出乎意料了，我愣住了好一会儿，不知道这种感觉什么时候会过去。,5,surprise,惊讶
没想到她竟然是宇宙的奇迹。,5,surprise,惊讶
被人恶意攻击，我要反击到底，就是这样，没什么。,3,anger,愤怒
鼓起勇气，凭什么让我来承担他的错误，感觉需要好好消化一下。,3,anger,愤怒
你为我学了一首歌，唱给我听的时候我哭了，不吐不快。,2,love,爱
被人出卖了，信任全没了，就是这样，没什么。,3,anger,愤怒
看着窗外时，有一种说不出来的难受，压在胸口，感觉需要好好消化一下。,0,sadness,悲伤
做了一顿好饭，吃得无比满足，不知道这种感觉什么时候会过去。,1,joy,快乐
